2.099238801737262072e-01,1.315021643177463895e-01,-5.808215276078843026e-01,-1.219955422140997170e+00
5.796684038527948335e-01,2.072471769410213494e-01,-2.063375150599255914e-01,-1.108052079722434247e+00
2.185830230499787863e-01,4.264343049013698539e-01,-4.744751520032366443e-01,-9.739836705903804903e-01
3.628004804882329903e-01,7.013599133947956421e-01,-8.797430124740435176e-01,-1.095529478006226132e+00
2.036987709826756365e-01,7.019402260666224302e-01,-5.324473079040350498e-01,-9.054742050738514569e-01
1.215616928658440621e-01,2.432687610542635381e-01,-4.397900801524665670e-01,-3.497370300170672408e-01
2.258392032308809139e-01,1.215306507897419147e-01,2.301031619322113642e-02,-1.268803826966997672e-01
4.409531278029492629e-01,6.510409576685674549e-02,3.820615221325898148e-01,-1.410063924033604366e-01
4.892052713761241289e-01,2.014526291213067366e-01,3.335373028743546797e-01,-1.741178181575115946e-01
3.369877479803962128e-01,2.525624401497343907e-01,2.479187835318290567e-01,-3.203073210705735807e-01
-1.233084573529836803e-01,9.516461483404084487e-02,-1.295419067676222280e-01,-1.186788495757602035e+00
6.814115021967581676e-02,2.640533674997317948e-01,7.196168899802568575e-03,-9.579590385104707062e-01
1.137583605118959174e-01,3.837987682307711368e-01,-5.593021109775442312e-01,-7.820741662912610304e-01
-2.943424277331119221e-02,5.704587432395216151e-01,-7.311059401487713938e-01,-7.174263474409123820e-01
1.627988494518233242e-01,5.994839082577152478e-01,-8.977309406522679947e-01,-5.409840934211223029e-01
1.081460066336918935e-01,1.749351068822659894e-01,-7.246215643547926355e-01,-3.434174561473801734e-01
1.128737402064827755e-01,1.210960396482375079e-01,-1.944325056889828485e-01,-2.177751564064491774e-01
6.532300289959791506e-02,1.098784350080292543e-01,3.136750885564412172e-01,-1.732450718464353390e-01
1.192958297462936024e-01,2.837171917389102460e-01,4.375436379347745763e-01,-2.376619485538098431e-01
1.579625050075270654e-01,3.900700257788709546e-01,3.350918604646504484e-01,-3.795666627510509983e-01
-1.214309975658764973e-01,1.133485706124700843e-01,3.619814220309929276e-01,-8.897319696316148274e-01
-2.345765774985304475e-01,2.643024077165052055e-01,9.135296063861453320e-02,-6.279368158606764005e-01
-1.824885233750572766e-02,3.870497680696555198e-01,-2.676287570643545166e-01,-5.597733475356583277e-01
1.013196494015455862e-02,5.553289498794334866e-01,-4.308749497969504016e-01,-3.924515142430038406e-01
1.762345706470607176e-01,3.577794088722984767e-01,-4.902628132768613867e-01,-3.825797618052408922e-01
7.741256171603860814e-02,6.460567233306951929e-02,-6.277343339738750139e-01,-4.491129804674618420e-01
-1.044234619382182760e-01,5.651217367054006679e-02,-3.373787229207860783e-01,-3.436074833831053166e-01
-2.034266853244919293e-01,1.178675782853837589e-01,2.278526973055590155e-01,-2.786892367871709464e-01
-1.676045241535861763e-01,4.268396519473337536e-01,4.094321101995661571e-01,-3.327009787711545652e-01
-4.352968100196452639e-02,7.442029360562940621e-01,-1.416452044104801189e-01,-5.858751699885059727e-01
-5.813979868312209032e-01,5.003264544179820694e-01,1.500644133838306971e-01,-2.478224058657714224e-01
-5.461583849295292836e-02,6.142082805265841605e-01,1.419247338678433223e-01,-3.046994667739435503e-01
-4.914127863901396331e-02,7.765975720406554927e-01,-5.539385058115489091e-01,-3.836892135925586977e-01
3.121680289927006857e-01,6.593676473987996056e-01,-4.010495896418715400e-01,-3.160186855512574500e-01
4.602031107733643989e-01,4.838748287850891949e-01,-5.852474496998369968e-01,-2.418060183131034435e-01
3.017772813568284640e-01,2.184232319786878762e-01,-3.491482323280672428e-01,-2.865066837559526736e-01
-3.909393110578340824e-02,6.673844200256776049e-02,9.122618913454738632e-02,-3.763838779592547645e-01
-3.460160047416456219e-01,8.915884286613243170e-02,5.355286895261186508e-01,-4.048179388840167370e-01
-1.663190197088157962e-01,2.575136804828813686e-01,4.257402322767869229e-01,-4.624291197042587065e-01
-2.861410045913781452e-01,6.586803117461922374e-01,1.775815879801627695e-01,-7.530772653904357350e-01
-3.570583567555405402e-01,6.152433902949530076e-01,1.274208492603534637e-02,-5.677777175147471489e-01
-8.663862986647408171e-02,8.797494260849177961e-01,-1.915652366943287888e-01,-3.276693825587493336e-01
5.156464337076793747e-02,1.069357510984281445e+00,-7.852396641960319723e-01,-1.965378980783845098e-01
3.362415672107041953e-01,7.801150353093609935e-01,-7.577762235479992281e-01,-1.638669884323546988e-01
7.504340257594226404e-01,4.551810378038825267e-01,-7.247608941986776188e-01,-1.825013040349159343e-01
6.115405212977644833e-01,2.370998926335936841e-01,-1.647159895134064911e-01,-3.632600451508860573e-01
3.597977238550444934e-01,8.620840470419290080e-02,2.813990870024030144e-02,-4.456918344348550498e-01
1.306468368860060902e-01,5.597172819085560747e-02,5.132159529800781606e-01,-4.896840873430876595e-01
1.357535599785573144e-01,2.528133607376071290e-01,5.066735039508714067e-01,-4.904469982582002618e-01
-2.655482804661024598e-01,6.576661947390616270e-01,1.950688560529059146e-01,-6.284326415654465370e-01
3.359687377709279499e-01,7.693329748618038533e-01,1.643316056064909603e-01,-5.696376145468242669e-01
-1.175593394727902918e-02,1.077721436573093161e+00,6.335579280091563348e-02,-5.163817724205457260e-01
-2.134743080595100650e-01,1.060442046712639641e+00,-4.406936391356364169e-02,-4.562894060203537272e-01
1.050950521429294682e-01,8.143930511711329201e-01,-1.560380978548654429e-01,-2.838884746364684908e-01
5.429344714404626959e-01,4.095652132669685974e-01,-4.115602072103372588e-01,-3.198567067477993131e-01
5.260115085838570348e-01,2.665371643788526090e-01,1.250722540650714976e-01,-5.982662673135282771e-01
6.774855391988208186e-01,1.340157319051197282e-01,-2.725812511646477088e-01,-7.219395768203356045e-01
3.612773288540933603e-01,5.464856808313466735e-02,3.390653105980070414e-01,-6.369071852946991408e-01
1.831203840129798088e-01,2.812835902224922746e-01,3.436172816177314182e-01,-6.060605155396060484e-01
-9.196225838302285460e-02,7.130413117071758844e-01,1.396181660809907576e-01,-7.515660762251656912e-01
8.254860928128704423e-02,1.107927249249885060e+00,3.811831407815473582e-01,-8.082875010973725738e-01
-2.083519358817773615e-01,1.293782648492000087e+00,5.802127958622338433e-01,-7.602984960351397703e-01
-5.169468993474823915e-01,1.339465707334533073e+00,6.406441899155228548e-01,-5.460608554731223307e-01
-5.068022414375368268e-01,9.275207040715541806e-01,5.832129540137334089e-01,-4.481241367051269631e-01
3.084009926551556369e-02,3.790935900460365993e-01,3.471151388111399783e-01,-6.514878951388853867e-01
4.117949278073496089e-02,1.683286464003833915e-01,1.810956785370145816e-01,-5.577585809548513129e-01
2.387206112401931701e-01,1.048416313982418607e-01,1.342157846567015866e-02,-6.351359038773164434e-01
2.793052175039676399e-01,1.611949529348670473e-01,6.907524685549670806e-02,-6.250047632025992339e-01
1.611126850713466840e-01,3.712134632045326343e-01,1.108143370776004666e-01,-7.082210123212185904e-01
3.877698581737394345e-01,8.345016715652381345e-01,-3.721199105090664538e-01,-7.502370835229885682e-01
4.608076859954921556e-01,1.087727621348823615e+00,-1.862181356043648428e-01,-9.386771687351924687e-01
-2.946214613219715339e-01,1.371571692241549512e+00,7.424971719352631006e-01,-8.606967505677787234e-01
-1.518354350392336904e-02,1.481817174457782826e+00,4.722923102539677842e-01,-6.835727170677159403e-01
-7.472858243848615745e-01,8.931816842921670441e-01,9.447299375940159116e-01,-6.963702007326775245e-01
1.523746008699764509e-01,6.770244130140579131e-01,-8.100250759341376394e-02,-9.532849502965941024e-01
-2.475037258094707759e-01,3.253592339019684143e-01,5.479845036259778368e-01,-7.290772325994923087e-01
-1.014695039300519408e-01,2.552307721187198619e-01,3.431806091018398952e-01,-6.768928257647260915e-01
2.887024229373724715e-02,3.206887324816523055e-01,3.188085151322761490e-02,-6.713831792599389559e-01
-8.073791940176966442e-02,6.253537357649152639e-01,1.059646662956885699e-01,-6.505192965605938182e-01
7.833871817616300248e-03,8.877821384718274089e-01,-6.894225317250990415e-02,-7.873557202552640133e-01
6.903427752339295065e-01,1.447702117389475962e+00,-8.801540755385619530e-01,-1.207457527014992316e+00
9.929943921083617120e-02,1.216667209580163611e+00,1.635245981628861145e-01,-1.027743332212898597e+00
1.380391006830614664e-01,1.202914178597588091e+00,5.802721930470857714e-01,-1.059694376940497174e+00
-1.649542157091568040e-01,6.515628292062718430e-01,-4.148847098873087447e-02,-1.127131163929459667e+00
5.645884844470223651e-01,7.296728750224394933e-01,-2.838688970731739758e-01,-1.494646350395667955e+00
4.465059322868685232e-01,5.830995841540919100e-01,-5.432838085981517295e-02,-1.072189222970918010e+00
3.321661248084100126e-01,5.791611897843825796e-01,8.793927062193596100e-02,-7.501257549833725280e-01
1.350313429847644908e-01,7.879025120685767547e-01,3.916691117529822463e-01,-9.297869688161498614e-01
-9.112960100613909376e-03,7.694021538466305765e-01,2.625233081462194917e-01,-9.242106822573182834e-01
2.263807673258135811e-01,7.970131622102103464e-01,1.205650803345377220e-01,-8.859940394644931771e-01
1.228708723820859383e-01,1.150768877282058567e+00,-8.136083117699763889e-01,-1.138134495290563208e+00
-5.413359318898540717e-01,1.193177533202055107e+00,-5.537072618663665402e-01,-8.320316578940244456e-01
-2.542552871467538278e-01,1.474566421284559281e+00,1.913458369727831787e-01,-1.129213069595176311e+00
-6.248077478567761744e-01,1.379695542925679197e+00,-6.273496755793459556e-01,-1.416354300790453768e+00
1.021783394720414018e+00,7.024815899013990839e-01,-1.714470528662470628e-02,-1.265626369152374586e+00
8.275096022513290794e-01,4.103032404321058091e-01,1.063399106204176547e+00,-1.208614936720694200e+00
-4.749955891743633529e-01,5.944526488227847016e-01,2.777442441003281637e-01,-5.160419489702339213e-01
1.053506238092316583e-01,8.438597484284471317e-01,6.083851376361062435e-01,-9.949573016338491005e-01
1.889719207995286254e-01,6.744384290157497963e-01,5.391542618394753461e-01,-1.105068256280120842e+00
2.358207519892907555e-03,7.356647142025188879e-01,3.146908118338727078e-01,-9.949187002856305639e-01
